epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,22.7207,0.69509,0.89665,0.90398,0.89346,0.88547,0.995,0.80827,0.6739,1.26425,0.81945,0.000953,0.000953,0.000953
14,24.3079,0.68709,0.90099,0.90607,0.70787,0.91507,0.995,0.80749,0.89699,1.56261,0.80391,0.00092825,0.00092825,0.00092825
15,26.376,0.70893,0.90132,0.90422,0.82486,0.84648,0.96615,0.81486,0.64345,2.02416,0.78965,0.0009035,0.0009035,0.0009035
16,28.4549,0.66237,0.91524,0.92022,0.80561,0.90288,0.96064,0.81106,0.72331,2.48311,0.84693,0.00087875,0.00087875,0.00087875
17,30.5111,0.64362,0.81988,0.91107,0.95032,1,0.995,0.88189,0.65959,0.75913,0.79051,0.000854,0.000854,0.000854
18,32.6286,0.66585,0.83421,0.91086,0.93365,1,0.995,0.86659,0.50837,0.6995,0.7858,0.00082925,0.00082925,0.00082925
19,34.9789,0.56404,0.73684,0.90854,0.96415,1,0.995,0.87885,0.49094,0.64685,0.77038,0.0008045,0.0008045,0.0008045
20,36.5084,0.63047,0.71624,0.89286,0.80549,1,0.995,0.87767,0.4636,1.04788,0.74041,0.00077975,0.00077975,0.00077975
21,38,0.57883,0.69149,0.91328,0.96937,0.96477,0.995,0.87035,0.59291,0.71469,0.75956,0.000755,0.000755,0.000755
22,39.6387,0.58141,0.73206,0.89588,0.97006,1,0.995,0.87162,0.56387,0.64073,0.75392,0.00073025,0.00073025,0.00073025
23,41.7434,0.59536,0.75623,0.89865,0.97717,1,0.995,0.88682,0.5478,0.59647,0.77345,0.0007055,0.0007055,0.0007055
24,43.8523,0.57167,0.66278,0.86761,0.99143,1,0.995,0.8961,0.49772,0.61025,0.74271,0.00068075,0.00068075,0.00068075
25,45.9719,0.53007,0.60738,0.86327,0.98664,1,0.995,0.87987,0.44887,0.53174,0.7396,0.000656,0.000656,0.000656
26,48.0336,0.55555,0.65275,0.88889,0.99273,1,0.995,0.87753,0.46921,0.51558,0.74717,0.00063125,0.00063125,0.00063125
27,50.0973,0.55093,0.61511,0.8819,0.98676,1,0.995,0.90092,0.45426,0.48543,0.7397,0.0006065,0.0006065,0.0006065
28,52.609,0.51647,0.57539,0.88666,0.98143,1,0.995,0.90902,0.57369,0.52041,0.7541,0.00058175,0.00058175,0.00058175
29,54.4257,0.5294,0.60953,0.91603,0.98384,1,0.995,0.89653,0.46961,0.44945,0.75334,0.000557,0.000557,0.000557
30,56.029,0.49987,0.5624,0.88776,0.98936,1,0.995,0.89309,0.50757,0.46325,0.74417,0.00053225,0.00053225,0.00053225
31,57.6191,0.51047,0.56102,0.87783,0.98765,1,0.995,0.88986,0.65242,0.49076,0.75494,0.0005075,0.0005075,0.0005075
32,59.2129,0.49665,0.57169,0.87189,0.98257,1,0.995,0.90102,0.64249,0.50055,0.75443,0.00048275,0.00048275,0.00048275
33,60.8702,0.53709,0.58253,0.88355,0.98099,1,0.995,0.89919,0.57059,0.46406,0.7438,0.000458,0.000458,0.000458
34,62.4566,0.50083,0.53406,0.89371,0.98446,1,0.995,0.90878,0.59225,0.48859,0.74706,0.00043325,0.00043325,0.00043325
35,64.0504,0.48994,0.54412,0.88115,0.98812,1,0.995,0.88083,0.60388,0.43392,0.75446,0.0004085,0.0004085,0.0004085
36,65.6431,0.50289,0.52815,0.87023,0.98768,1,0.995,0.90374,0.49327,0.40424,0.74306,0.00038375,0.00038375,0.00038375
37,67.2275,0.53176,0.54632,0.87684,0.98541,1,0.995,0.92111,0.4725,0.39243,0.73886,0.000359,0.000359,0.000359
38,68.8343,0.50773,0.51696,0.85513,0.98539,1,0.995,0.92434,0.51465,0.40166,0.73753,0.00033425,0.00033425,0.00033425
39,70.4355,0.4365,0.51672,0.85784,0.98758,1,0.995,0.9078,0.41544,0.3713,0.72572,0.0003095,0.0003095,0.0003095
40,72.0289,0.49458,0.52472,0.87188,0.98816,1,0.995,0.90957,0.36846,0.3677,0.72036,0.00028475,0.00028475,0.00028475
41,73.9873,0.50387,0.68194,0.90113,0.98837,1,0.995,0.91021,0.48703,0.45654,0.72856,0.00026,0.00026,0.00026
42,75.5841,0.48083,0.60955,0.88655,0.98695,1,0.995,0.91775,0.55587,0.48004,0.7363,0.00023525,0.00023525,0.00023525
43,77.1615,0.49393,0.55096,0.84548,0.98582,1,0.995,0.91201,0.53343,0.45807,0.73567,0.0002105,0.0002105,0.0002105
44,78.751,0.49283,0.5538,0.8608,0.98566,1,0.995,0.90226,0.5438,0.4267,0.73688,0.00018575,0.00018575,0.00018575
45,80.3409,0.49381,0.60856,0.86602,0.98646,1,0.995,0.89754,0.55359,0.39769,0.7392,0.000161,0.000161,0.000161
46,81.966,0.46239,0.54233,0.85774,0.9866,1,0.995,0.88874,0.54077,0.39091,0.74286,0.00013625,0.00013625,0.00013625
47,83.5519,0.45496,0.52691,0.85715,0.9871,1,0.995,0.89566,0.53316,0.3814,0.73857,0.0001115,0.0001115,0.0001115
48,85.1465,0.40602,0.53642,0.86748,0.98786,1,0.995,0.90749,0.50439,0.37756,0.73164,8.675e-05,8.675e-05,8.675e-05
49,86.747,0.47893,0.51611,0.87155,0.98831,1,0.995,0.91192,0.48783,0.36397,0.72961,6.2e-05,6.2e-05,6.2e-05
50,88.3226,0.43954,0.51563,0.84205,0.98886,1,0.995,0.91648,0.47725,0.37645,0.72859,3.725e-05,3.725e-05,3.725e-05
